frame_id,timestamp(ns),T_imu_wrt_vio_x(m),T_imu_wrt_vio_y(m),T_imu_wrt_vio_z(m),roll(rad),pitch(rad),yaw(rad)
4749,252261823440,-1.4021,3.8957,0.5603,-0.0239,0.0354,1.6177
4750,252296939385,-1.4024,3.8957,0.5603,-0.0238,0.0353,1.6176
4751,252332047965,-1.4013,3.8960,0.5603,-0.0239,0.0354,1.6175
4752,252358406151,-1.4013,3.8957,0.5605,-0.0239,0.0354,1.6175
4753,252393575462,-1.4014,3.8957,0.5602,-0.0239,0.0354,1.6175
4754,252428697419,-1.4016,3.8959,0.5602,-0.0239,0.0353,1.6174
4755,252463814741,-1.4021,3.8957,0.5604,-0.0239,0.0354,1.6174
4756,252498949826,-1.4020,3.8958,0.5604,-0.0239,0.0354,1.6173
4757,252534076376,-1.4022,3.8956,0.5604,-0.0238,0.0355,1.6172
4758,252560425383,-1.4028,3.8952,0.5606,-0.0238,0.0355,1.6172
4759,252595583243,-1.4032,3.8953,0.5609,-0.0239,0.0356,1.6171
4760,252630703054,-1.4031,3.8953,0.5609,-0.0238,0.0355,1.6171
4761,252665876371,-1.4026,3.8957,0.5611,-0.0238,0.0356,1.6169
4762,252692231991,-1.4030,3.8955,0.5612,-0.0238,0.0356,1.6169
4763,252727357258,-1.4028,3.8956,0.5611,-0.0238,0.0356,1.6168
4764,252762481396,-1.4028,3.8956,0.5610,-0.0238,0.0356,1.6168
4765,252797614066,-1.4031,3.8955,0.5610,-0.0238,0.0356,1.6168
4766,252832735094,-1.4032,3.8952,0.5609,-0.0238,0.0357,1.6167
4767,252867844116,-1.4033,3.8954,0.5610,-0.0237,0.0356,1.6166
4768,252894187642,-1.4035,3.8951,0.5613,-0.0237,0.0357,1.6166
4769,252929305064,-1.4039,3.8949,0.5613,-0.0237,0.0357,1.6165
4770,252964424885,-1.4033,3.8950,0.5612,-0.0237,0.0358,1.6165
4771,252999588874,-1.4037,3.8951,0.5614,-0.0237,0.0358,1.6164
4772,253025935737,-1.4042,3.8947,0.5615,-0.0237,0.0357,1.6163
4773,253061092473,-1.4042,3.8948,0.5613,-0.0237,0.0358,1.6163
4774,253096349401,-1.4042,3.8948,0.5613,-0.0236,0.0358,1.6162
4775,253131531063,-1.4046,3.8946,0.5612,-0.0236,0.0358,1.6162
4776,253166685310,-1.4049,3.8944,0.5612,-0.0235,0.0358,1.6161
4777,253201832947,-1.4051,3.8944,0.5611,-0.0235,0.0357,1.6161
4778,253228168424,-1.4051,3.8944,0.5613,-0.0235,0.0358,1.6161
4779,253263348711,-1.4053,3.8943,0.5612,-0.0235,0.0358,1.6160
4780,253298471266,-1.4055,3.8943,0.5613,-0.0235,0.0358,1.6159
4781,253333619397,-1.4054,3.8943,0.5612,-0.0236,0.0358,1.6159
4782,253368751723,-1.4055,3.8943,0.5611,-0.0235,0.0357,1.6158
4783,253395148359,-1.4060,3.8943,0.5613,-0.0236,0.0358,1.6158
4784,253430261526,-1.4054,3.8949,0.5613,-0.0236,0.0357,1.6158
4785,253465384576,-1.4057,3.8949,0.5612,-0.0235,0.0356,1.6158
4786,253500493548,-1.4059,3.8950,0.5613,-0.0235,0.0356,1.6157
4787,253535603196,-1.4056,3.8952,0.5613,-0.0235,0.0357,1.6156
4788,253561936977,-1.4058,3.8951,0.5614,-0.0235,0.0357,1.6156
4789,253597107460,-1.4058,3.8952,0.5612,-0.0235,0.0356,1.6155
4790,253632253376,-1.4062,3.8950,0.5612,-0.0235,0.0357,1.6155
4791,253667388663,-1.4063,3.8951,0.5613,-0.0235,0.0356,1.6154
4792,253693743103,-1.4068,3.8949,0.5614,-0.0234,0.0356,1.6154
4793,253728890279,-1.4069,3.8948,0.5611,-0.0234,0.0356,1.6154
4794,253764006297,-1.4070,3.8947,0.5611,-0.0234,0.0356,1.6153
4795,253799141353,-1.4072,3.8945,0.5611,-0.0233,0.0355,1.6153
4796,253834258104,-1.4073,3.8946,0.5612,-0.0233,0.0356,1.6152
4797,253860605220,-1.4077,3.8945,0.5614,-0.0233,0.0355,1.6152
4798,253895726486,-1.4073,3.8946,0.5613,-0.0233,0.0356,1.6152
4799,253930928954,-1.4069,3.8946,0.5613,-0.0234,0.0356,1.6151
4800,253966068266,-1.4071,3.8945,0.5614,-0.0233,0.0355,1.6151
4801,254001184969,-1.4072,3.8944,0.5613,-0.0233,0.0355,1.6150
4802,254027524939,-1.4077,3.8941,0.5612,-0.0233,0.0355,1.6150
4803,254062715972,-1.4078,3.8941,0.5613,-0.0232,0.0355,1.6149
4804,254097843539,-1.4080,3.8940,0.5613,-0.0233,0.0355,1.6149
4805,254132978225,-1.4082,3.8939,0.5613,-0.0233,0.0355,1.6149
4806,254168106540,-1.4082,3.8937,0.5612,-0.0233,0.0356,1.6149
4807,254194462501,-1.4086,3.8935,0.5613,-0.0232,0.0356,1.6149
4808,254229588461,-1.4082,3.8935,0.5614,-0.0233,0.0356,1.6148
4809,254264709218,-1.4085,3.8936,0.5614,-0.0232,0.0355,1.6147
4810,254299839144,-1.4085,3.8936,0.5614,-0.0232,0.0355,1.6146
4811,254334948482,-1.4084,3.8937,0.5615,-0.0232,0.0356,1.6146
4812,254361291225,-1.4092,3.8935,0.5615,-0.0231,0.0355,1.6146
4813,254396447008,-1.4095,3.8933,0.5614,-0.0232,0.0356,1.6146
4814,254431562766,-1.4095,3.8933,0.5614,-0.0231,0.0355,1.6146
4815,254466709165,-1.4093,3.8934,0.5614,-0.0232,0.0356,1.6145
4816,254493054359,-1.4095,3.8932,0.5615,-0.0232,0.0356,1.6145
4817,254528261035,-1.4097,3.8933,0.5616,-0.0232,0.0355,1.6143
4818,254563392089,-1.4098,3.8933,0.5617,-0.0232,0.0356,1.6143
4819,254598515083,-1.4097,3.8934,0.5617,-0.0231,0.0356,1.6143
4820,254624860088,-1.4101,3.8930,0.5616,-0.0231,0.0356,1.6142
4821,254660164212,-1.4096,3.8934,0.5618,-0.0232,0.0356,1.6141
4822,254695295320,-1.4096,3.8936,0.5619,-0.0232,0.0356,1.6141
4823,254730400860,-1.4097,3.8939,0.5618,-0.0233,0.0356,1.6141
4824,254765504788,-1.4096,3.8939,0.5617,-0.0233,0.0356,1.6140
4825,254800626852,-1.4099,3.8937,0.5615,-0.0233,0.0355,1.6140
4826,254826991091,-1.4105,3.8933,0.5615,-0.0232,0.0355,1.6140
4827,254862155794,-1.4106,3.8934,0.5616,-0.0232,0.0355,1.6139
4828,254897262058,-1.4105,3.8934,0.5615,-0.0232,0.0355,1.6139
4829,254932401829,-1.4106,3.8934,0.5614,-0.0232,0.0355,1.6139
4830,254958730277,-1.4112,3.8930,0.5614,-0.0232,0.0355,1.6139
4831,254993944707,-1.4112,3.8929,0.5614,-0.0232,0.0355,1.6138
4832,255029065885,-1.4108,3.8934,0.5614,-0.0232,0.0355,1.6138
4833,255064170284,-1.4109,3.8935,0.5614,-0.0232,0.0355,1.6137
4834,255099283180,-1.4104,3.8938,0.5615,-0.0233,0.0355,1.6137
4835,255125618839,-1.4105,3.8937,0.5614,-0.0232,0.0355,1.6136
4836,255160751394,-1.4108,3.8938,0.5615,-0.0233,0.0356,1.6136
4837,255195867762,-1.4107,3.8939,0.5613,-0.0232,0.0355,1.6135
4838,255230984608,-1.4111,3.8939,0.5613,-0.0232,0.0354,1.6135
4839,255266110076,-1.4113,3.8938,0.5613,-0.0232,0.0354,1.6135
4840,255301276031,-1.4112,3.8938,0.5611,-0.0232,0.0353,1.6135
4841,255327618696,-1.4111,3.8940,0.5612,-0.0233,0.0354,1.6135
4842,255362745292,-1.4110,3.8942,0.5614,-0.0233,0.0354,1.6133
4843,255397903621,-1.4108,3.8944,0.5613,-0.0232,0.0353,1.6132
4844,255433034265,-1.4102,3.8949,0.5612,-0.0233,0.0354,1.6131
4845,255468154147,-1.4102,3.8949,0.5609,-0.0233,0.0352,1.6131
4846,255494506421,-1.4107,3.8944,0.5608,-0.0233,0.0353,1.6131
4847,255529640748,-1.4103,3.8948,0.5610,-0.0233,0.0353,1.6130
4848,255564766806,-1.4103,3.8949,0.5608,-0.0234,0.0353,1.6130
4849,255599895421,-1.4106,3.8950,0.5607,-0.0234,0.0352,1.6129
4850,255635015026,-1.4109,3.8951,0.5606,-0.0233,0.0352,1.6129
4851,255661380466,-1.4116,3.8949,0.5608,-0.0233,0.0353,1.6128
4852,255696528749,-1.4117,3.8949,0.5607,-0.0233,0.0352,1.6128
4853,255731662671,-1.4118,3.8951,0.5608,-0.0233,0.0353,1.6127
4854,255758015872,-1.4123,3.8947,0.5608,-0.0233,0.0353,1.6128
4855,255801959564,-1.4119,3.8952,0.5606,-0.0233,0.0353,1.6126
4856,255828298642,-1.4123,3.8949,0.5606,-0.0233,0.0354,1.6126
4857,255863422433,-1.4120,3.8952,0.5605,-0.0233,0.0352,1.6126
4858,255898551576,-1.4121,3.8953,0.5606,-0.0234,0.0353,1.6125
4859,255933695671,-1.4118,3.8956,0.5606,-0.0233,0.0353,1.6125
4860,255960040742,-1.4121,3.8954,0.5607,-0.0233,0.0353,1.6124
4861,255995283870,-1.4121,3.8954,0.5607,-0.0233,0.0353,1.6124
4862,256030419345,-1.4114,3.8958,0.5607,-0.0234,0.0353,1.6123
4863,256065540643,-1.4114,3.8960,0.5608,-0.0234,0.0353,1.6122
4864,256091872789,-1.4117,3.8959,0.5610,-0.0235,0.0354,1.6122
4865,256127069547,-1.4110,3.8964,0.5609,-0.0235,0.0353,1.6121
4866,256162193848,-1.4113,3.8964,0.5611,-0.0235,0.0353,1.6120
4867,256197310858,-1.4106,3.8969,0.5612,-0.0235,0.0353,1.6119
4868,256232453883,-1.4107,3.8969,0.5610,-0.0235,0.0352,1.6119
4869,256267626407,-1.4112,3.8972,0.5610,-0.0235,0.0352,1.6118
4870,256293965012,-1.4118,3.8970,0.5611,-0.0234,0.0351,1.6118
4871,256329086402,-1.4117,3.8973,0.5611,-0.0235,0.0352,1.6117
4872,256364204123,-1.4120,3.8971,0.5609,-0.0235,0.0352,1.6116
4873,256399355299,-1.4119,3.8973,0.5609,-0.0235,0.0352,1.6115
4874,256425699144,-1.4122,3.8971,0.5609,-0.0235,0.0353,1.6115
4875,256460833472,-1.4118,3.8974,0.5607,-0.0234,0.0352,1.6115
4876,256495963504,-1.4120,3.8972,0.5605,-0.0235,0.0352,1.6114
4877,256531119301,-1.4122,3.8970,0.5602,-0.0235,0.0351,1.6114
4878,256566275250,-1.4124,3.8969,0.5602,-0.0235,0.0352,1.6113
4879,256601418808,-1.4123,3.8968,0.5600,-0.0235,0.0352,1.6113
4880,256627783634,-1.4128,3.8966,0.5602,-0.0235,0.0352,1.6113
4881,256662907758,-1.4131,3.8964,0.5600,-0.0235,0.0353,1.6113
4882,256698061217,-1.4131,3.8964,0.5600,-0.0234,0.0352,1.6113
4883,256733204539,-1.4133,3.8964,0.5602,-0.0235,0.0353,1.6112
4884,256768335180,-1.4130,3.8964,0.5601,-0.0234,0.0352,1.6112
4885,256794672595,-1.4137,3.8962,0.5604,-0.0234,0.0352,1.6111
4886,256829802515,-1.4136,3.8962,0.5604,-0.0234,0.0353,1.6110
4887,256864961368,-1.4133,3.8961,0.5602,-0.0234,0.0353,1.6109
4888,256900073118,-1.4136,3.8960,0.5602,-0.0235,0.0353,1.6109
4889,256926428813,-1.4140,3.8958,0.5602,-0.0234,0.0352,1.6108
4890,256961647615,-1.4139,3.8959,0.5604,-0.0235,0.0353,1.6108
4891,256996762069,-1.4140,3.8960,0.5604,-0.0235,0.0352,1.6107
4892,257031904900,-1.4141,3.8960,0.5603,-0.0235,0.0352,1.6107
4893,257067082147,-1.4139,3.8960,0.5601,-0.0235,0.0353,1.6107
4894,257093417304,-1.4147,3.8956,0.5602,-0.0235,0.0352,1.6107
4895,257128556906,-1.4147,3.8955,0.5600,-0.0234,0.0352,1.6106
4896,257163690496,-1.4150,3.8954,0.5600,-0.0235,0.0353,1.6106
4897,257198820904,-1.4144,3.8958,0.5602,-0.0235,0.0353,1.6105
4898,257233940726,-1.4144,3.8958,0.5604,-0.0235,0.0353,1.6105
4899,257260294643,-1.4148,3.8957,0.5605,-0.0235,0.0352,1.6104
4900,257295427490,-1.4146,3.8959,0.5605,-0.0235,0.0352,1.6103
4901,257330567791,-1.4139,3.8963,0.5605,-0.0235,0.0352,1.6103
4902,257365692030,-1.4140,3.8965,0.5605,-0.0235,0.0352,1.6103
4903,257400802418,-1.4143,3.8966,0.5606,-0.0235,0.0352,1.6102
4904,257427144201,-1.4150,3.8963,0.5608,-0.0234,0.0352,1.6102
4905,257462280754,-1.4147,3.8966,0.5606,-0.0234,0.0352,1.6101
4906,257497405753,-1.4147,3.8968,0.5606,-0.0234,0.0352,1.6101
4907,257532531367,-1.4149,3.8970,0.5607,-0.0234,0.0351,1.6100
4908,257567663707,-1.4151,3.8971,0.5606,-0.0234,0.0351,1.6099
4909,257594024360,-1.4151,3.8970,0.5607,-0.0234,0.0352,1.6099
4910,257629146005,-1.4151,3.8972,0.5608,-0.0233,0.0351,1.6098
4911,257664313304,-1.4146,3.8978,0.5608,-0.0235,0.0352,1.6097
4912,257699441974,-1.4145,3.8982,0.5608,-0.0234,0.0351,1.6096
4913,257734602791,-1.4145,3.8983,0.5607,-0.0234,0.0351,1.6096
4914,257760942102,-1.4150,3.8979,0.5606,-0.0234,0.0351,1.6095
4915,257796115607,-1.4149,3.8980,0.5605,-0.0233,0.0351,1.6095
4916,257831252226,-1.4147,3.8983,0.5604,-0.0234,0.0351,1.6094
4917,257857601753,-1.4156,3.8982,0.5606,-0.0233,0.0351,1.6093
4918,257892840940,-1.4153,3.8985,0.5608,-0.0233,0.0351,1.6093
4919,257927980872,-1.4152,3.8987,0.5608,-0.0233,0.0351,1.6091
4920,257963107539,-1.4152,3.8988,0.5606,-0.0233,0.0351,1.6091
4921,257998307167,-1.4151,3.8989,0.5604,-0.0233,0.0351,1.6091
4922,258033427565,-1.4152,3.8989,0.5601,-0.0233,0.0350,1.6091
4923,258068560219,-1.4150,3.8993,0.5600,-0.0233,0.0350,1.6091
4924,258094899664,-1.4157,3.8988,0.5602,-0.0232,0.0350,1.6091
4925,258130022820,-1.4156,3.8990,0.5601,-0.0232,0.0350,1.6090
4926,258165136805,-1.4157,3.8990,0.5600,-0.0232,0.0350,1.6090
4927,258200259729,-1.4158,3.8992,0.5600,-0.0232,0.0350,1.6090
4928,258226600944,-1.4166,3.8989,0.5603,-0.0231,0.0350,1.6090
4929,258261804653,-1.4167,3.8989,0.5603,-0.0231,0.0350,1.6089
4930,258296929910,-1.4168,3.8988,0.5603,-0.0231,0.0350,1.6090
4931,258332053741,-1.4163,3.8991,0.5601,-0.0232,0.0350,1.6089
4932,258367183877,-1.4164,3.8992,0.5604,-0.0231,0.0349,1.6089
4933,258393532668,-1.4167,3.8989,0.5604,-0.0231,0.0349,1.6088
4934,258428684029,-1.4166,3.8991,0.5604,-0.0232,0.0350,1.6088
4935,258463818108,-1.4158,3.8996,0.5604,-0.0232,0.0349,1.6087
4936,258498938422,-1.4155,3.8997,0.5606,-0.0232,0.0350,1.6087
4937,258525296070,-1.4160,3.8994,0.5607,-0.0232,0.0350,1.6087
4938,258560423590,-1.4162,3.8994,0.5605,-0.0231,0.0349,1.6086
4939,258595578476,-1.4158,3.8997,0.5606,-0.0232,0.0350,1.6086
4940,258630705940,-1.4160,3.8999,0.5607,-0.0231,0.0349,1.6086
4941,258665832996,-1.4159,3.9002,0.5608,-0.0232,0.0350,1.6085
4942,258700950518,-1.4152,3.9007,0.5608,-0.0231,0.0350,1.6084
4943,258727299453,-1.4154,3.9005,0.5607,-0.0232,0.0350,1.6084
4944,258762427303,-1.4146,3.9009,0.5608,-0.0232,0.0351,1.6083
4945,258797606810,-1.4142,3.9012,0.5609,-0.0232,0.0350,1.6083
4946,258832724864,-1.4140,3.9016,0.5610,-0.0233,0.0351,1.6082
4947,258867861123,-1.4134,3.9021,0.5610,-0.0232,0.0350,1.6081
4948,258894198817,-1.4132,3.9022,0.5610,-0.0234,0.0351,1.6081
4949,258929327695,-1.4134,3.9023,0.5610,-0.0233,0.0351,1.6080
4950,258964446369,-1.4137,3.9024,0.5611,-0.0233,0.0351,1.6079
4951,258990805902,-1.4141,3.9022,0.5610,-0.0233,0.0352,1.6079
4952,259026957947,-1.4142,3.9021,0.5609,-0.0232,0.0352,1.6078
4953,259062109656,-1.4144,3.9022,0.5609,-0.0232,0.0353,1.6077
4954,259097219145,-1.4145,3.9022,0.5607,-0.0232,0.0352,1.6077
4955,259132339970,-1.4146,3.9022,0.5608,-0.0231,0.0353,1.6077
4956,259167485919,-1.4140,3.9026,0.5609,-0.0232,0.0353,1.6076
4957,259193846380,-1.4138,3.9025,0.5608,-0.0232,0.0353,1.6076
4958,259228959411,-1.4133,3.9028,0.5608,-0.0233,0.0353,1.6075
4959,259264081394,-1.4131,3.9030,0.5607,-0.0233,0.0354,1.6074
4960,259290418697,-1.4131,3.9031,0.5609,-0.0232,0.0354,1.6073
4961,259334478950,-1.4124,3.9039,0.5610,-0.0233,0.0354,1.6072
4962,259360823196,-1.4131,3.9034,0.5610,-0.0232,0.0355,1.6072
4963,259395985565,-1.4134,3.9034,0.5610,-0.0232,0.0354,1.6072
4964,259431104903,-1.4132,3.9036,0.5610,-0.0232,0.0355,1.6071
4965,259466252841,-1.4136,3.9036,0.5611,-0.0231,0.0355,1.6071
4966,259501401458,-1.4141,3.9035,0.5611,-0.0231,0.0355,1.6070
4967,259527739433,-1.4142,3.9036,0.5614,-0.0231,0.0355,1.6070
4968,259562845513,-1.4142,3.9035,0.5612,-0.0231,0.0355,1.6069
4969,259597994731,-1.4145,3.9031,0.5609,-0.0230,0.0355,1.6069
4970,259633148134,-1.4145,3.9030,0.5607,-0.0230,0.0355,1.6069
4971,259668267185,-1.4146,3.9030,0.5607,-0.0229,0.0355,1.6068
4972,259694601341,-1.4154,3.9025,0.5609,-0.0229,0.0356,1.6068
4973,259729739805,-1.4159,3.9023,0.5611,-0.0228,0.0356,1.6067
4974,259764883069,-1.4162,3.9022,0.5611,-0.0228,0.0356,1.6066
4975,259799998140,-1.4168,3.9019,0.5609,-0.0227,0.0356,1.6066
4976,259826333375,-1.4175,3.9015,0.5612,-0.0227,0.0356,1.6065
4977,259861461737,-1.4174,3.9014,0.5611,-0.0227,0.0356,1.6065
4978,259896585391,-1.4178,3.9012,0.5612,-0.0227,0.0357,1.6064
4979,259931735965,-1.4179,3.9015,0.5614,-0.0227,0.0357,1.6063
4980,259966911358,-1.4182,3.9014,0.5613,-0.0226,0.0357,1.6062
4981,260002039215,-1.4183,3.9014,0.5612,-0.0226,0.0357,1.6062
4982,260028374833,-1.4190,3.9011,0.5613,-0.0226,0.0357,1.6062
4983,260063499470,-1.4188,3.9012,0.5612,-0.0226,0.0358,1.6062
4984,260098637857,-1.4193,3.9011,0.5614,-0.0226,0.0357,1.6061
4985,260133806110,-1.4191,3.9014,0.5615,-0.0226,0.0358,1.6060
4986,260160158158,-1.4196,3.9010,0.5617,-0.0225,0.0358,1.6060
4987,260195272942,-1.4198,3.9009,0.5615,-0.0224,0.0358,1.6060
4988,260230385669,-1.4200,3.9008,0.5613,-0.0224,0.0358,1.6059
4989,260265536441,-1.4201,3.9008,0.5612,-0.0224,0.0358,1.6059
4990,260300682402,-1.4201,3.9009,0.5613,-0.0224,0.0358,1.6059
4991,260327021521,-1.4206,3.9004,0.5612,-0.0224,0.0358,1.6059
4992,260362152432,-1.4206,3.9004,0.5614,-0.0224,0.0358,1.6059
4993,260397288463,-1.4206,3.9004,0.5614,-0.0224,0.0359,1.6058
4994,260432418280,-1.4210,3.9002,0.5614,-0.0224,0.0359,1.6058
4995,260467650224,-1.4208,3.9001,0.5616,-0.0224,0.0359,1.6058
4996,260494005187,-1.4210,3.9000,0.5617,-0.0224,0.0359,1.6057
4997,260529135899,-1.4211,3.9001,0.5620,-0.0223,0.0359,1.6057
4998,260564253061,-1.4212,3.9002,0.5622,-0.0224,0.0360,1.6056
4999,260599437739,-1.4211,3.9005,0.5622,-0.0223,0.0359,1.6056
5000,260634559793,-1.4209,3.9005,0.5621,-0.0223,0.0359,1.6055
5001,260660893123,-1.4207,3.9004,0.5623,-0.0224,0.0360,1.6054
5002,260696005073,-1.4209,3.9003,0.5622,-0.0223,0.0359,1.6054
5003,260731154511,-1.4209,3.9004,0.5622,-0.0224,0.0359,1.6054
5004,260766266996,-1.4209,3.9005,0.5622,-0.0223,0.0358,1.6053
5005,260801395199,-1.4208,3.9008,0.5623,-0.0224,0.0359,1.6052
5006,260827741867,-1.4214,3.9005,0.5624,-0.0224,0.0359,1.6052
5007,260862895126,-1.4214,3.9007,0.5625,-0.0223,0.0358,1.6051
5008,260898034021,-1.4207,3.9011,0.5625,-0.0224,0.0359,1.6050
5009,260933168796,-1.4206,3.9012,0.5623,-0.0223,0.0358,1.6050
5010,260968304480,-1.4209,3.9011,0.5622,-0.0223,0.0359,1.6050
5011,260994650940,-1.4216,3.9006,0.5621,-0.0223,0.0359,1.6049
5012,261029785621,-1.4214,3.9007,0.5620,-0.0223,0.0358,1.6049
5013,261064904534,-1.4216,3.9007,0.5619,-0.0223,0.0359,1.6048
5014,261091251466,-1.4215,3.9007,0.5620,-0.0224,0.0359,1.6047
5015,261135239094,-1.4213,3.9011,0.5619,-0.0224,0.0359,1.6047
5016,261161596247,-1.4214,3.9009,0.5621,-0.0224,0.0360,1.6046
5017,261196841396,-1.4215,3.9011,0.5620,-0.0224,0.0360,1.6046
5018,261232004856,-1.4219,3.9011,0.5621,-0.0224,0.0360,1.6045
5019,261258340599,-1.4226,3.9008,0.5620,-0.0223,0.0359,1.6045
5020,261293502541,-1.4224,3.9010,0.5620,-0.0224,0.0360,1.6044
5021,261328680795,-1.4223,3.9013,0.5620,-0.0223,0.0360,1.6043
5022,261363832275,-1.4224,3.9013,0.5619,-0.0224,0.0360,1.6043
5023,261398970501,-1.4221,3.9016,0.5620,-0.0224,0.0360,1.6042
5024,261425302195,-1.4221,3.9016,0.5623,-0.0224,0.0360,1.6041
5025,261460494127,-1.4225,3.9016,0.5622,-0.0224,0.0360,1.6041
5026,261495604914,-1.4223,3.9017,0.5622,-0.0224,0.0360,1.6040
5027,261530727171,-1.4223,3.9018,0.5620,-0.0223,0.0360,1.6041
5028,261565838197,-1.4226,3.9016,0.5620,-0.0223,0.0359,1.6040
5029,261600948309,-1.4228,3.9017,0.5620,-0.0223,0.0359,1.6039
5030,261627286158,-1.4235,3.9013,0.5622,-0.0222,0.0359,1.6039
5031,261662434048,-1.4234,3.9014,0.5621,-0.0223,0.0360,1.6039
5032,261697563653,-1.4237,3.9011,0.5621,-0.0222,0.0359,1.6038
5033,261732677565,-1.4238,3.9012,0.5621,-0.0223,0.0360,1.6038
5034,261767800432,-1.4234,3.9013,0.5620,-0.0224,0.0360,1.6038
5035,261794148006,-1.4239,3.9011,0.5622,-0.0223,0.0360,1.6037
5036,261829262172,-1.4240,3.9011,0.5622,-0.0223,0.0360,1.6036
5037,261864393515,-1.4240,3.9012,0.5621,-0.0223,0.0361,1.6036
5038,261899508311,-1.4240,3.9012,0.5619,-0.0223,0.0360,1.6036
5039,261934649802,-1.4232,3.9015,0.5621,-0.0224,0.0360,1.6035
5040,261960991114,-1.4240,3.9013,0.5622,-0.0223,0.0360,1.6035
5041,261996158912,-1.4241,3.9011,0.5622,-0.0224,0.0360,1.6035
5042,262031284641,-1.4228,3.9017,0.5624,-0.0225,0.0361,1.6033
5043,262066401678,-1.4232,3.9019,0.5624,-0.0224,0.0361,1.6033
5044,262101511884,-1.4235,3.9018,0.5623,-0.0224,0.0361,1.6033
5045,262127857221,-1.4236,3.9018,0.5622,-0.0224,0.0361,1.6033
5046,262162982949,-1.4239,3.9018,0.5622,-0.0224,0.0362,1.6031
5047,262198141572,-1.4242,3.9017,0.5620,-0.0224,0.0362,1.6031
5048,262233263327,-1.4243,3.9019,0.5618,-0.0224,0.0361,1.6031
5049,262268397744,-1.4243,3.9019,0.5616,-0.0223,0.0361,1.6030
5050,262294744842,-1.4245,3.9018,0.5617,-0.0224,0.0362,1.6030
5051,262329870177,-1.4246,3.9019,0.5617,-0.0224,0.0362,1.6030
5052,262365004849,-1.4246,3.9019,0.5617,-0.0223,0.0362,1.6029
5053,262400192762,-1.4247,3.9019,0.5618,-0.0223,0.0362,1.6029
5054,262426541945,-1.4251,3.9015,0.5617,-0.0223,0.0362,1.6029
5055,262461735441,-1.4246,3.9015,0.5617,-0.0224,0.0362,1.6027
5056,262496904470,-1.4247,3.9014,0.5615,-0.0223,0.0361,1.6027
5057,262532042415,-1.4244,3.9016,0.5615,-0.0223,0.0361,1.6026
5058,262567168517,-1.4247,3.9016,0.5614,-0.0223,0.0362,1.6026
5059,262593510408,-1.4253,3.9014,0.5615,-0.0222,0.0362,1.6026
5060,262628634469,-1.4254,3.9014,0.5618,-0.0222,0.0362,1.6025
5061,262663789270,-1.4256,3.9013,0.5619,-0.0222,0.0363,1.6024
5062,262698905630,-1.4258,3.9012,0.5619,-0.0222,0.0362,1.6024
5063,262734050236,-1.4258,3.9012,0.5618,-0.0222,0.0362,1.6023
5064,262760410158,-1.4262,3.9010,0.5622,-0.0221,0.0362,1.6022
5065,262795559072,-1.4262,3.9010,0.5621,-0.0221,0.0362,1.6022
5066,262830685843,-1.4263,3.9009,0.5621,-0.0221,0.0363,1.6022
5067,262865877975,-1.4266,3.9009,0.5620,-0.0221,0.0362,1.6021
5068,262900995493,-1.4265,3.9009,0.5619,-0.0222,0.0362,1.6020
5069,262927338197,-1.4270,3.9007,0.5619,-0.0221,0.0362,1.6020
5070,262962457258,-1.4267,3.9009,0.5621,-0.0222,0.0362,1.6019
5071,262997614938,-1.4268,3.9009,0.5620,-0.0221,0.0361,1.6018
5072,263032740259,-1.4269,3.9008,0.5620,-0.0222,0.0362,1.6017
5073,263067862037,-1.4270,3.9009,0.5621,-0.0221,0.0361,1.6017
5074,263094212680,-1.4274,3.9006,0.5621,-0.0220,0.0361,1.6017
5075,263129336106,-1.4268,3.9009,0.5620,-0.0221,0.0362,1.6016
5076,263164474199,-1.4269,3.9010,0.5620,-0.0220,0.0360,1.6015
5077,263199618240,-1.4266,3.9014,0.5623,-0.0221,0.0361,1.6015
5078,263234737783,-1.4259,3.9019,0.5624,-0.0222,0.0361,1.6013
5079,263261089724,-1.4268,3.9016,0.5624,-0.0221,0.0360,1.6013
5080,263296224148,-1.4270,3.9018,0.5623,-0.0221,0.0361,1.6012
5081,263331349604,-1.4270,3.9019,0.5622,-0.0220,0.0360,1.6012
5082,263366478242,-1.4266,3.9022,0.5624,-0.0221,0.0361,1.6011
5083,263401607502,-1.4267,3.9024,0.5622,-0.0221,0.0360,1.6011
5084,263427953216,-1.4271,3.9022,0.5622,-0.0220,0.0360,1.6011
5085,263463138137,-1.4271,3.9022,0.5621,-0.0221,0.0361,1.6010
5086,263498282972,-1.4275,3.9022,0.5621,-0.0220,0.0361,1.6010
5087,263533454502,-1.4274,3.9024,0.5622,-0.0220,0.0361,1.6009
5088,263568581727,-1.4275,3.9025,0.5623,-0.0221,0.0361,1.6009
5089,263594930310,-1.4277,3.9023,0.5623,-0.0220,0.0361,1.6008
5090,263630063398,-1.4279,3.9023,0.5625,-0.0220,0.0362,1.6008
5091,263665208120,-1.4276,3.9026,0.5623,-0.0220,0.0361,1.6008
5092,263691571327,-1.4279,3.9023,0.5626,-0.0220,0.0362,1.6007
5093,263726787883,-1.4275,3.9026,0.5624,-0.0220,0.0362,1.6005
5094,263761914501,-1.4278,3.9026,0.5625,-0.0220,0.0362,1.6005
5095,263797069757,-1.4278,3.9034,0.5624,-0.0221,0.0362,1.6002
