frame_id,timestamp(ns),T_imu_wrt_vio_x(m),T_imu_wrt_vio_y(m),T_imu_wrt_vio_z(m),roll(rad),pitch(rad),yaw(rad)
1843,155397773254,-1.2887,3.8484,0.5504,-0.0252,0.0181,1.6888
1844,155432879150,-1.2886,3.8484,0.5504,-0.0251,0.0180,1.6888
1845,155468042009,-1.2889,3.8483,0.5503,-0.0252,0.0181,1.6888
1846,155494409335,-1.2888,3.8482,0.5506,-0.0252,0.0181,1.6888
1847,155529528745,-1.2883,3.8482,0.5507,-0.0252,0.0181,1.6889
1848,155564634547,-1.2886,3.8481,0.5506,-0.0252,0.0181,1.6888
1849,155590965793,-1.2885,3.8481,0.5507,-0.0252,0.0181,1.6888
1850,155628875144,-1.2889,3.8483,0.5507,-0.0252,0.0181,1.6887
1851,155663984230,-1.2892,3.8483,0.5507,-0.0252,0.0181,1.6887
1852,155699111522,-1.2893,3.8482,0.5507,-0.0252,0.0181,1.6887
1853,155734254642,-1.2891,3.8484,0.5509,-0.0252,0.0181,1.6887
1854,155760583869,-1.2893,3.8481,0.5510,-0.0252,0.0181,1.6887
1855,155795735267,-1.2894,3.8480,0.5508,-0.0252,0.0181,1.6887
1856,155830850518,-1.2890,3.8480,0.5507,-0.0252,0.0180,1.6887
1857,155865945695,-1.2890,3.8482,0.5503,-0.0253,0.0180,1.6886
1858,155901062270,-1.2882,3.8482,0.5503,-0.0252,0.0180,1.6886
1859,155927404000,-1.2886,3.8480,0.5504,-0.0253,0.0181,1.6886
1860,155962501593,-1.2887,3.8480,0.5505,-0.0253,0.0181,1.6886
1861,155997601396,-1.2885,3.8480,0.5504,-0.0253,0.0181,1.6886
1862,156032717315,-1.2886,3.8481,0.5500,-0.0253,0.0181,1.6886
1863,156067890668,-1.2890,3.8480,0.5502,-0.0252,0.0180,1.6886
1864,156094239230,-1.2894,3.8478,0.5506,-0.0252,0.0180,1.6886
1865,156129364264,-1.2897,3.8477,0.5507,-0.0252,0.0181,1.6886
1866,156164484047,-1.2897,3.8476,0.5508,-0.0252,0.0181,1.6885
1867,156199617878,-1.2893,3.8476,0.5509,-0.0253,0.0182,1.6885
1868,156234728050,-1.2890,3.8476,0.5509,-0.0253,0.0181,1.6886
1869,156261056948,-1.2889,3.8476,0.5508,-0.0253,0.0181,1.6886
1870,156296171333,-1.2882,3.8478,0.5509,-0.0254,0.0181,1.6886
1871,156331306696,-1.2885,3.8476,0.5508,-0.0253,0.0181,1.6886
1872,156366461106,-1.2887,3.8473,0.5513,-0.0254,0.0181,1.6886
1873,156401670770,-1.2887,3.8474,0.5512,-0.0254,0.0181,1.6886
1874,156427995504,-1.2887,3.8473,0.5514,-0.0254,0.0182,1.6885
1875,156463114753,-1.2890,3.8474,0.5513,-0.0254,0.0181,1.6884
1876,156498223187,-1.2893,3.8474,0.5511,-0.0254,0.0181,1.6884
1877,156533337093,-1.2889,3.8475,0.5512,-0.0254,0.0181,1.6884
1878,156568438926,-1.2891,3.8475,0.5509,-0.0254,0.0181,1.6884
1879,156594777670,-1.2894,3.8476,0.5507,-0.0254,0.0181,1.6884
1880,156629892207,-1.2890,3.8477,0.5507,-0.0255,0.0181,1.6883
1881,156665013194,-1.2884,3.8481,0.5504,-0.0255,0.0180,1.6883
1882,156700148411,-1.2886,3.8484,0.5503,-0.0255,0.0180,1.6883
1883,156735312757,-1.2884,3.8486,0.5503,-0.0255,0.0181,1.6883
1884,156761657773,-1.2885,3.8485,0.5506,-0.0255,0.0181,1.6883
1885,156796781995,-1.2885,3.8488,0.5502,-0.0256,0.0180,1.6883
1886,156831894651,-1.2875,3.8490,0.5503,-0.0256,0.0181,1.6883
1887,156867000335,-1.2871,3.8491,0.5501,-0.0257,0.0181,1.6883
1888,156893351064,-1.2881,3.8489,0.5502,-0.0256,0.0182,1.6884
1889,156928514128,-1.2876,3.8492,0.5498,-0.0256,0.0181,1.6884
1890,156963628908,-1.2878,3.8494,0.5500,-0.0257,0.0181,1.6883
1891,156998732771,-1.2880,3.8495,0.5499,-0.0256,0.0181,1.6883
1892,157033850700,-1.2878,3.8495,0.5499,-0.0257,0.0181,1.6883
1893,157060198307,-1.2878,3.8492,0.5500,-0.0258,0.0182,1.6883
1894,157095310873,-1.2882,3.8492,0.5498,-0.0257,0.0182,1.6883
1895,157130424817,-1.2880,3.8494,0.5500,-0.0258,0.0183,1.6883
1896,157165558531,-1.2880,3.8495,0.5502,-0.0258,0.0182,1.6883
1897,157200678139,-1.2879,3.8496,0.5502,-0.0259,0.0182,1.6882
1898,157227015327,-1.2883,3.8492,0.5501,-0.0259,0.0183,1.6883
1899,157262130425,-1.2884,3.8491,0.5504,-0.0258,0.0182,1.6882
1900,157297240250,-1.2886,3.8493,0.5506,-0.0258,0.0183,1.6882
1901,157332364912,-1.2886,3.8495,0.5505,-0.0258,0.0183,1.6882
1902,157367491017,-1.2887,3.8494,0.5502,-0.0258,0.0183,1.6881
1903,157393829066,-1.2890,3.8492,0.5504,-0.0258,0.0183,1.6881
1904,157428980900,-1.2884,3.8493,0.5505,-0.0258,0.0183,1.6881
1905,157464103904,-1.2881,3.8494,0.5505,-0.0259,0.0184,1.6881
1906,157499262906,-1.2878,3.8495,0.5505,-0.0259,0.0184,1.6880
1907,157532788695,-1.2882,3.8496,0.5503,-0.0259,0.0184,1.6880
1908,157567897944,-1.2885,3.8496,0.5502,-0.0259,0.0184,1.6879
1909,157594236370,-1.2892,3.8493,0.5503,-0.0258,0.0183,1.6879
1910,157629380632,-1.2889,3.8494,0.5505,-0.0259,0.0184,1.6879
1911,157664503979,-1.2890,3.8495,0.5504,-0.0259,0.0184,1.6879
1912,157699660649,-1.2895,3.8495,0.5503,-0.0258,0.0184,1.6879
1913,157734807330,-1.2895,3.8495,0.5504,-0.0259,0.0184,1.6878
1914,157761134561,-1.2898,3.8491,0.5504,-0.0258,0.0184,1.6878
1915,157796260382,-1.2898,3.8490,0.5502,-0.0258,0.0185,1.6879
1916,157831431649,-1.2898,3.8491,0.5502,-0.0259,0.0185,1.6878
1917,157866537879,-1.2896,3.8494,0.5498,-0.0259,0.0184,1.6878
1918,157901640601,-1.2890,3.8495,0.5498,-0.0259,0.0185,1.6878
1919,157927976353,-1.2899,3.8490,0.5504,-0.0259,0.0186,1.6878
1920,157963084932,-1.2898,3.8489,0.5502,-0.0259,0.0186,1.6877
1921,157998213505,-1.2892,3.8492,0.5503,-0.0259,0.0186,1.6878
1922,158033343478,-1.2888,3.8493,0.5504,-0.0260,0.0187,1.6878
1923,158068464622,-1.2886,3.8497,0.5500,-0.0260,0.0186,1.6878
1924,158094815347,-1.2889,3.8495,0.5504,-0.0260,0.0187,1.6878
1925,158129940471,-1.2890,3.8493,0.5504,-0.0260,0.0187,1.6878
1926,158165060219,-1.2888,3.8495,0.5500,-0.0260,0.0187,1.6878
1927,158195948757,-1.2879,3.8494,0.5496,-0.0260,0.0188,1.6878
1928,158231064609,-1.2876,3.8496,0.5501,-0.0260,0.0189,1.6878
1929,158266175297,-1.2875,3.8499,0.5498,-0.0260,0.0189,1.6879
1930,158301286075,-1.2877,3.8498,0.5498,-0.0260,0.0189,1.6879
1931,158327623790,-1.2876,3.8496,0.5499,-0.0261,0.0189,1.6879
1932,158362748967,-1.2876,3.8495,0.5501,-0.0260,0.0189,1.6880
1933,158397874712,-1.2873,3.8493,0.5505,-0.0261,0.0191,1.6880
1934,158432988216,-1.2869,3.8492,0.5506,-0.0261,0.0191,1.6880
1935,158468100452,-1.2871,3.8492,0.5505,-0.0260,0.0190,1.6880
1936,158494442733,-1.2875,3.8489,0.5509,-0.0260,0.0191,1.6880
1937,158529586138,-1.2873,3.8489,0.5511,-0.0260,0.0191,1.6880
1938,158564704966,-1.2872,3.8489,0.5513,-0.0260,0.0192,1.6880
1939,158599845724,-1.2869,3.8489,0.5513,-0.0260,0.0192,1.6880
1940,158635005876,-1.2865,3.8487,0.5511,-0.0260,0.0192,1.6879
1941,158661346944,-1.2874,3.8483,0.5512,-0.0259,0.0193,1.6879
1942,158696463778,-1.2872,3.8484,0.5509,-0.0259,0.0192,1.6879
1943,158731585313,-1.2868,3.8485,0.5511,-0.0260,0.0193,1.6879
1944,158766709160,-1.2873,3.8483,0.5512,-0.0260,0.0193,1.6879
1945,158801866850,-1.2878,3.8482,0.5512,-0.0259,0.0192,1.6878
1946,158828199512,-1.2883,3.8480,0.5510,-0.0259,0.0192,1.6878
1947,158863324224,-1.2883,3.8482,0.5505,-0.0259,0.0193,1.6877
1948,158898438012,-1.2887,3.8482,0.5507,-0.0259,0.0193,1.6877
1949,158933703967,-1.2889,3.8483,0.5508,-0.0259,0.0193,1.6877
1950,158960055682,-1.2893,3.8482,0.5506,-0.0259,0.0193,1.6876
1951,158995196952,-1.2895,3.8483,0.5509,-0.0259,0.0193,1.6876
1952,159030303220,-1.2898,3.8483,0.5513,-0.0258,0.0193,1.6874
1953,159065449747,-1.2900,3.8481,0.5516,-0.0256,0.0192,1.6873
1954,159100564701,-1.2902,3.8482,0.5516,-0.0257,0.0192,1.6872
1955,159126902538,-1.2900,3.8478,0.5519,-0.0257,0.0193,1.6873
1956,159162100979,-1.2900,3.8479,0.5521,-0.0257,0.0193,1.6872
1957,159197234140,-1.2899,3.8479,0.5520,-0.0258,0.0193,1.6872
1958,159232393925,-1.2897,3.8480,0.5519,-0.0259,0.0193,1.6872
1959,159267536291,-1.2898,3.8480,0.5519,-0.0259,0.0194,1.6871
1960,159293880276,-1.2905,3.8476,0.5521,-0.0259,0.0194,1.6871
1961,159328986695,-1.2904,3.8480,0.5522,-0.0258,0.0194,1.6869
1962,159364103125,-1.2907,3.8479,0.5523,-0.0258,0.0194,1.6868
1963,159399220512,-1.2905,3.8481,0.5523,-0.0258,0.0194,1.6867
1964,159434345685,-1.2902,3.8481,0.5522,-0.0259,0.0194,1.6866
1965,159460823715,-1.2907,3.8479,0.5522,-0.0258,0.0194,1.6866
1966,159495923098,-1.2901,3.8480,0.5522,-0.0260,0.0195,1.6866
1967,159531034570,-1.2902,3.8481,0.5521,-0.0260,0.0195,1.6866
1968,159566130495,-1.2902,3.8482,0.5520,-0.0260,0.0194,1.6866
1969,159601290130,-1.2895,3.8484,0.5520,-0.0261,0.0195,1.6866
1970,159627632448,-1.2898,3.8483,0.5521,-0.0260,0.0194,1.6866
1971,159662747983,-1.2898,3.8485,0.5521,-0.0260,0.0194,1.6865
1972,159697849605,-1.2896,3.8487,0.5516,-0.0260,0.0194,1.6866
1973,159733121945,-1.2893,3.8488,0.5510,-0.0260,0.0194,1.6866
1974,159768219207,-1.2893,3.8488,0.5512,-0.0261,0.0195,1.6865
1975,159794551493,-1.2899,3.8484,0.5514,-0.0260,0.0195,1.6865
1976,159829657473,-1.2898,3.8484,0.5512,-0.0261,0.0195,1.6865
1977,159864785629,-1.2905,3.8482,0.5515,-0.0261,0.0195,1.6865
1978,159899901835,-1.2905,3.8480,0.5519,-0.0260,0.0194,1.6863
1979,159935077158,-1.2906,3.8480,0.5517,-0.0261,0.0194,1.6863
1980,159961408151,-1.2905,3.8479,0.5518,-0.0261,0.0194,1.6863
1981,159996594326,-1.2903,3.8477,0.5517,-0.0261,0.0195,1.6864
1982,160031702030,-1.2902,3.8475,0.5514,-0.0261,0.0195,1.6864
1983,160066813759,-1.2903,3.8475,0.5512,-0.0262,0.0195,1.6864
1984,160101925852,-1.2903,3.8476,0.5511,-0.0262,0.0195,1.6863
1985,160128264793,-1.2903,3.8474,0.5513,-0.0262,0.0195,1.6864
1986,160163375867,-1.2910,3.8471,0.5510,-0.0261,0.0194,1.6862
1987,160198489442,-1.2907,3.8472,0.5510,-0.0261,0.0194,1.6862
1988,160233612073,-1.2907,3.8472,0.5509,-0.0261,0.0195,1.6862
1989,160268728154,-1.2909,3.8472,0.5509,-0.0261,0.0194,1.6861
1990,160295168968,-1.2910,3.8469,0.5510,-0.0261,0.0194,1.6862
1991,160330266404,-1.2908,3.8470,0.5509,-0.0262,0.0195,1.6862
1992,160365409510,-1.2905,3.8471,0.5511,-0.0262,0.0195,1.6862
1993,160400532322,-1.2902,3.8473,0.5511,-0.0262,0.0195,1.6862
1994,160426865186,-1.2905,3.8472,0.5514,-0.0263,0.0196,1.6862
1995,160461977046,-1.2901,3.8474,0.5515,-0.0262,0.0195,1.6862
1996,160497089367,-1.2903,3.8477,0.5513,-0.0263,0.0195,1.6861
1997,160532200917,-1.2901,3.8480,0.5508,-0.0262,0.0194,1.6861
1998,160567326431,-1.2902,3.8481,0.5511,-0.0262,0.0194,1.6861
1999,160602444009,-1.2901,3.8484,0.5507,-0.0262,0.0194,1.6860
2000,160628769434,-1.2901,3.8482,0.5513,-0.0262,0.0194,1.6859
2001,160663958235,-1.2904,3.8483,0.5515,-0.0262,0.0194,1.6859
2002,160699053164,-1.2904,3.8484,0.5516,-0.0262,0.0194,1.6858
2003,160734167998,-1.2903,3.8487,0.5515,-0.0262,0.0194,1.6857
2004,160760504177,-1.2904,3.8486,0.5516,-0.0262,0.0194,1.6857
2005,160795635078,-1.2907,3.8486,0.5518,-0.0262,0.0194,1.6857
2006,160830745076,-1.2898,3.8490,0.5519,-0.0263,0.0194,1.6858
2007,160865892551,-1.2897,3.8491,0.5517,-0.0263,0.0194,1.6858
2008,160901014070,-1.2891,3.8491,0.5516,-0.0263,0.0194,1.6858
2009,160927344057,-1.2891,3.8490,0.5519,-0.0264,0.0195,1.6859
2010,160962471351,-1.2892,3.8492,0.5519,-0.0263,0.0195,1.6857
2011,160997652841,-1.2888,3.8490,0.5521,-0.0263,0.0195,1.6858
2012,161032790886,-1.2888,3.8493,0.5520,-0.0263,0.0194,1.6857
2013,161067916805,-1.2889,3.8491,0.5517,-0.0263,0.0195,1.6857
2014,161094254297,-1.2892,3.8490,0.5515,-0.0263,0.0194,1.6857
2015,161129371072,-1.2893,3.8490,0.5513,-0.0263,0.0194,1.6857
2016,161164503064,-1.2894,3.8488,0.5512,-0.0263,0.0194,1.6857
2017,161199635252,-1.2893,3.8490,0.5509,-0.0263,0.0194,1.6858
2018,161234752514,-1.2889,3.8489,0.5512,-0.0264,0.0195,1.6858
2019,161261093632,-1.2894,3.8487,0.5512,-0.0264,0.0195,1.6858
2020,161296210282,-1.2895,3.8487,0.5514,-0.0263,0.0195,1.6857
2021,161331401364,-1.2898,3.8487,0.5517,-0.0262,0.0195,1.6856
2022,161366515865,-1.2898,3.8491,0.5514,-0.0262,0.0194,1.6856
2023,161401645176,-1.2892,3.8491,0.5514,-0.0263,0.0194,1.6857
2024,161428007998,-1.2892,3.8490,0.5516,-0.0263,0.0194,1.6857
2025,161463145313,-1.2892,3.8488,0.5516,-0.0263,0.0194,1.6857
2026,161498279106,-1.2893,3.8487,0.5518,-0.0264,0.0195,1.6857
2027,161533397642,-1.2889,3.8489,0.5519,-0.0264,0.0195,1.6857
2028,161568539881,-1.2883,3.8492,0.5519,-0.0264,0.0195,1.6856
2029,161594951536,-1.2888,3.8491,0.5520,-0.0264,0.0196,1.6856
2030,161630082090,-1.2890,3.8493,0.5520,-0.0264,0.0195,1.6857
2031,161665193032,-1.2891,3.8495,0.5518,-0.0264,0.0195,1.6857
2032,161700292019,-1.2885,3.8496,0.5517,-0.0264,0.0195,1.6857
2033,161735403540,-1.2887,3.8497,0.5515,-0.0265,0.0195,1.6857
2034,161761741518,-1.2890,3.8495,0.5517,-0.0265,0.0195,1.6857
2035,161796867958,-1.2882,3.8497,0.5517,-0.0265,0.0195,1.6858
2036,161831988643,-1.2883,3.8496,0.5516,-0.0266,0.0195,1.6857
2037,161867112582,-1.2883,3.8498,0.5513,-0.0266,0.0195,1.6857
2038,161893451693,-1.2886,3.8496,0.5511,-0.0266,0.0195,1.6857
2039,161928636759,-1.2887,3.8499,0.5507,-0.0265,0.0195,1.6857
2040,161963775731,-1.2888,3.8501,0.5508,-0.0266,0.0195,1.6857
2041,161998907341,-1.2889,3.8503,0.5509,-0.0266,0.0195,1.6857
2042,162034023245,-1.2891,3.8503,0.5512,-0.0266,0.0195,1.6857
2043,162060389733,-1.2895,3.8500,0.5511,-0.0266,0.0195,1.6857
2044,162095514446,-1.2888,3.8501,0.5511,-0.0266,0.0195,1.6857
2045,162130658727,-1.2885,3.8504,0.5511,-0.0267,0.0195,1.6858
2046,162165778283,-1.2883,3.8503,0.5510,-0.0267,0.0196,1.6858
2047,162200908220,-1.2876,3.8503,0.5509,-0.0268,0.0195,1.6858
2048,162227237966,-1.2875,3.8500,0.5512,-0.0268,0.0197,1.6858
2049,162262348585,-1.2873,3.8502,0.5509,-0.0268,0.0196,1.6859
2050,162297465967,-1.2872,3.8504,0.5508,-0.0268,0.0196,1.6859
2051,162332717840,-1.2873,3.8504,0.5506,-0.0268,0.0196,1.6859
2052,162359057179,-1.2878,3.8501,0.5508,-0.0268,0.0196,1.6859
2053,162394201203,-1.2878,3.8501,0.5506,-0.0268,0.0196,1.6859
2054,162429316070,-1.2881,3.8501,0.5508,-0.0267,0.0196,1.6858
2055,162464460688,-1.2880,3.8503,0.5507,-0.0267,0.0196,1.6858
2056,162499568433,-1.2880,3.8503,0.5506,-0.0267,0.0197,1.6858
2057,162525903401,-1.2882,3.8500,0.5507,-0.0267,0.0197,1.6858
2058,162561040725,-1.2882,3.8501,0.5509,-0.0267,0.0197,1.6857
2059,162596155964,-1.2883,3.8501,0.5510,-0.0267,0.0197,1.6857
2060,162631281424,-1.2882,3.8502,0.5510,-0.0267,0.0197,1.6857
2061,162666404916,-1.2884,3.8503,0.5511,-0.0267,0.0197,1.6857
2062,162701515611,-1.2878,3.8504,0.5512,-0.0268,0.0197,1.6857
2063,162727852335,-1.2876,3.8502,0.5515,-0.0268,0.0198,1.6856
2064,162762980063,-1.2875,3.8504,0.5510,-0.0268,0.0197,1.6857
2065,162798109480,-1.2877,3.8504,0.5509,-0.0269,0.0197,1.6857
2066,162833234309,-1.2882,3.8502,0.5511,-0.0268,0.0197,1.6858
2067,162859631744,-1.2888,3.8499,0.5515,-0.0268,0.0197,1.6858
2068,162894792131,-1.2891,3.8493,0.5515,-0.0267,0.0198,1.6859
2069,162929964275,-1.2891,3.8494,0.5513,-0.0267,0.0198,1.6859
2070,162965146466,-1.2888,3.8494,0.5513,-0.0268,0.0199,1.6859
2071,163000299234,-1.2888,3.8494,0.5514,-0.0268,0.0199,1.6858
2072,163026684189,-1.2885,3.8492,0.5515,-0.0268,0.0199,1.6859
2073,163061857220,-1.2884,3.8494,0.5515,-0.0269,0.0200,1.6859
2074,163096977854,-1.2883,3.8494,0.5513,-0.0268,0.0199,1.6858
2075,163132099533,-1.2884,3.8495,0.5513,-0.0269,0.0199,1.6858
2076,163158448714,-1.2891,3.8491,0.5516,-0.0268,0.0199,1.6858
2077,163193730170,-1.2891,3.8490,0.5516,-0.0268,0.0199,1.6858
2078,163228831668,-1.2888,3.8492,0.5518,-0.0269,0.0200,1.6858
2079,163263990225,-1.2880,3.8492,0.5516,-0.0270,0.0201,1.6859
2080,163299107334,-1.2880,3.8494,0.5516,-0.0270,0.0200,1.6858
2081,163334293763,-1.2875,3.8496,0.5515,-0.0271,0.0201,1.6858
2082,163360682596,-1.2873,3.8496,0.5519,-0.0270,0.0200,1.6858
2083,163395794861,-1.2872,3.8497,0.5519,-0.0271,0.0200,1.6858
2084,163430917357,-1.2873,3.8499,0.5520,-0.0271,0.0201,1.6858
2085,163466061808,-1.2865,3.8501,0.5517,-0.0271,0.0200,1.6858
2086,163501260810,-1.2866,3.8503,0.5516,-0.0272,0.0200,1.6858
2087,163527583887,-1.2870,3.8502,0.5515,-0.0272,0.0200,1.6858
2088,163562690808,-1.2872,3.8502,0.5511,-0.0272,0.0200,1.6858
2089,163597901829,-1.2872,3.8504,0.5510,-0.0273,0.0200,1.6857
2090,163633027594,-1.2867,3.8509,0.5507,-0.0273,0.0200,1.6858
2091,163668133428,-1.2865,3.8512,0.5505,-0.0273,0.0200,1.6858
2092,163694451138,-1.2868,3.8511,0.5506,-0.0273,0.0201,1.6858
2093,163729581228,-1.2867,3.8514,0.5503,-0.0273,0.0200,1.6858
2094,163764670552,-1.2859,3.8516,0.5501,-0.0274,0.0201,1.6858
2095,163799853087,-1.2857,3.8517,0.5501,-0.0274,0.0202,1.6858
2096,163826191128,-1.2866,3.8514,0.5504,-0.0274,0.0201,1.6858
2097,163861402242,-1.2863,3.8516,0.5506,-0.0275,0.0202,1.6858
2098,163896578562,-1.2860,3.8514,0.5509,-0.0274,0.0202,1.6858
2099,163933617592,-1.2854,3.8517,0.5512,-0.0275,0.0203,1.6858
2100,163968759018,-1.2859,3.8515,0.5514,-0.0274,0.0202,1.6858
2101,163995074611,-1.2866,3.8512,0.5513,-0.0274,0.0203,1.6858
2102,164030161598,-1.2868,3.8513,0.5513,-0.0274,0.0203,1.6858
2103,164065328525,-1.2861,3.8515,0.5511,-0.0274,0.0203,1.6858
2104,164100480175,-1.2862,3.8515,0.5508,-0.0275,0.0204,1.6858
2105,164135604101,-1.2862,3.8517,0.5508,-0.0274,0.0203,1.6858
2106,164161923056,-1.2865,3.8513,0.5511,-0.0275,0.0204,1.6857
2107,164197064965,-1.2865,3.8514,0.5507,-0.0274,0.0204,1.6857
2108,164232141935,-1.2865,3.8514,0.5507,-0.0274,0.0204,1.6857
2109,164267229517,-1.2862,3.8516,0.5507,-0.0275,0.0204,1.6857
2110,164302302999,-1.2863,3.8517,0.5507,-0.0275,0.0204,1.6857
2111,164328648385,-1.2862,3.8514,0.5509,-0.0275,0.0205,1.6857
2112,164363724261,-1.2858,3.8516,0.5509,-0.0275,0.0205,1.6857
2113,164398820957,-1.2855,3.8515,0.5512,-0.0276,0.0206,1.6857
2114,164433938797,-1.2859,3.8515,0.5511,-0.0276,0.0205,1.6857
2115,164469025013,-1.2858,3.8516,0.5512,-0.0277,0.0205,1.6857
2116,164495342289,-1.2862,3.8514,0.5511,-0.0277,0.0205,1.6857
2117,164530438217,-1.2865,3.8513,0.5509,-0.0277,0.0205,1.6857
2118,164565533438,-1.2867,3.8514,0.5508,-0.0277,0.0205,1.6857
2119,164600658332,-1.2866,3.8513,0.5507,-0.0277,0.0206,1.6857
2120,164626981759,-1.2865,3.8510,0.5510,-0.0277,0.0206,1.6858
2121,164662090785,-1.2858,3.8512,0.5511,-0.0278,0.0207,1.6857
2122,164697192762,-1.2860,3.8513,0.5511,-0.0278,0.0207,1.6858
2123,164732346024,-1.2866,3.8511,0.5513,-0.0278,0.0207,1.6857
2124,164767455069,-1.2868,3.8510,0.5512,-0.0277,0.0206,1.6857
2125,164793832365,-1.2871,3.8508,0.5513,-0.0277,0.0207,1.6856
2126,164828924948,-1.2870,3.8508,0.5514,-0.0278,0.0207,1.6857
2127,164864136584,-1.2865,3.8509,0.5514,-0.0279,0.0208,1.6857
2128,164899229491,-1.2868,3.8511,0.5514,-0.0278,0.0207,1.6857
2129,164934364184,-1.2864,3.8514,0.5512,-0.0278,0.0207,1.6857
2130,164960694121,-1.2871,3.8510,0.5514,-0.0278,0.0208,1.6858
2131,164995794605,-1.2863,3.8513,0.5514,-0.0277,0.0207,1.6858
2132,165030898498,-1.2866,3.8514,0.5516,-0.0277,0.0208,1.6857
2133,165066036398,-1.2863,3.8516,0.5516,-0.0277,0.0208,1.6857
2134,165101139513,-1.2864,3.8516,0.5516,-0.0277,0.0208,1.6857
2135,165127499705,-1.2869,3.8515,0.5517,-0.0277,0.0208,1.6857
2136,165162598373,-1.2871,3.8515,0.5515,-0.0277,0.0208,1.6857
2137,165197708996,-1.2868,3.8516,0.5514,-0.0277,0.0208,1.6857
2138,165232824788,-1.2864,3.8519,0.5514,-0.0278,0.0208,1.6857
2139,165268058109,-1.2864,3.8520,0.5510,-0.0277,0.0208,1.6858
2140,165294383644,-1.2870,3.8516,0.5511,-0.0277,0.0208,1.6858
2141,165329523359,-1.2867,3.8517,0.5514,-0.0277,0.0209,1.6857
2142,165364625822,-1.2864,3.8517,0.5517,-0.0277,0.0209,1.6857
2143,165399750637,-1.2863,3.8520,0.5515,-0.0277,0.0209,1.6857
2144,165434878286,-1.2865,3.8521,0.5517,-0.0277,0.0209,1.6857
2145,165461284415,-1.2870,3.8518,0.5520,-0.0276,0.0209,1.6857
2146,165496416268,-1.2868,3.8518,0.5519,-0.0276,0.0209,1.6857
2147,165531537501,-1.2864,3.8518,0.5519,-0.0276,0.0210,1.6857
2148,165566644176,-1.2869,3.8520,0.5520,-0.0277,0.0210,1.6857
2149,165601740462,-1.2865,3.8522,0.5520,-0.0276,0.0209,1.6858
2150,165628074450,-1.2865,3.8520,0.5519,-0.0277,0.0210,1.6858
2151,165663184114,-1.2858,3.8521,0.5519,-0.0277,0.0210,1.6858
2152,165698326948,-1.2859,3.8520,0.5517,-0.0277,0.0210,1.6858
2153,165733456204,-1.2853,3.8521,0.5518,-0.0278,0.0211,1.6858
2154,165768569255,-1.2854,3.8520,0.5514,-0.0278,0.0210,1.6858
2155,165794905516,-1.2851,3.8519,0.5513,-0.0279,0.0211,1.6858
2156,165830025032,-1.2846,3.8521,0.5512,-0.0279,0.0211,1.6858
2157,165865143104,-1.2845,3.8523,0.5512,-0.0279,0.0211,1.6858
2158,165900268077,-1.2849,3.8522,0.5511,-0.0278,0.0212,1.6858
2159,165935402694,-1.2852,3.8522,0.5510,-0.0278,0.0211,1.6858
2160,165961741714,-1.2859,3.8520,0.5511,-0.0278,0.0211,1.6858
2161,165996881406,-1.2861,3.8521,0.5512,-0.0277,0.0210,1.6858
2162,166032022529,-1.2859,3.8522,0.5513,-0.0278,0.0211,1.6858
2163,166067139052,-1.2861,3.8523,0.5513,-0.0277,0.0211,1.6857
2164,166093477198,-1.2857,3.8520,0.5511,-0.0277,0.0211,1.6858
2165,166128740421,-1.2859,3.8520,0.5509,-0.0278,0.0212,1.6858
2166,166163856004,-1.2858,3.8522,0.5509,-0.0277,0.0211,1.6858
2167,166199020845,-1.2858,3.8523,0.5510,-0.0278,0.0212,1.6858
2168,166234146976,-1.2859,3.8526,0.5508,-0.0278,0.0211,1.6858
2169,166260494579,-1.2862,3.8522,0.5512,-0.0278,0.0212,1.6858
2170,166295611513,-1.2861,3.8522,0.5513,-0.0278,0.0213,1.6858
2171,166330728366,-1.2858,3.8521,0.5516,-0.0278,0.0213,1.6858
2172,166365843423,-1.2859,3.8522,0.5513,-0.0278,0.0213,1.6858
2173,166400975383,-1.2855,3.8524,0.5514,-0.0279,0.0214,1.6858
2174,166427315829,-1.2862,3.8522,0.5513,-0.0278,0.0214,1.6859
2175,166462473016,-1.2855,3.8524,0.5513,-0.0279,0.0214,1.6860
2176,166497590374,-1.2848,3.8524,0.5511,-0.0279,0.0214,1.6859
2177,166532713711,-1.2848,3.8525,0.5512,-0.0280,0.0215,1.6859
2178,166567846138,-1.2851,3.8527,0.5513,-0.0279,0.0214,1.6859
2179,166594227297,-1.2855,3.8524,0.5517,-0.0279,0.0215,1.6860
2180,166629347615,-1.2857,3.8524,0.5518,-0.0278,0.0216,1.6860
2181,166664467816,-1.2858,3.8523,0.5516,-0.0278,0.0216,1.6860
2182,166699586609,-1.2853,3.8525,0.5518,-0.0279,0.0216,1.6860
2183,166734777645,-1.2854,3.8527,0.5519,-0.0278,0.0215,1.6860
2184,166761120597,-1.2859,3.8524,0.5522,-0.0278,0.0215,1.6860
2185,166796283320,-1.2860,3.8525,0.5519,-0.0278,0.0215,1.6860
2186,166831409468,-1.2861,3.8522,0.5516,-0.0279,0.0215,1.6860
2187,166866564833,-1.2857,3.8524,0.5516,-0.0279,0.0215,1.6860
2188,166901715461,-1.2858,3.8525,0.5516,-0.0279,0.0215,1.6860
2189,166928062728,-1.2859,3.8523,0.5518,-0.0279,0.0216,1.6861
